ID_relacion,figura,origen,destino,card_origen,card_destino,tipo,regla_fuente,tipo_fuente,texto_literal_fuente,nota_derivacion,estado,secciones_06
R044,DV-06_08,Evaluación antropométrica,Medición directa,1,0..N,composición,"06 §13.5, L6206–L6224; 06 §13.6, L6225–L6253; 06 §20.5.2, L8612–L8632",DERIVACION_JUSTIFICADA,"### 13.5. Evaluación antropométrica

**`REG-06-151` — Evaluación antropométrica reconstruible.**

Toda Evaluación antropométrica conserva, como mínimo conceptual:

- asesorado;
- profesional/actor responsable;
- fecha o momento de evaluación;
- Protocolo identificado y su referencia/versionado aplicable;
- conjunto de Mediciones antropométricas directas y Cálculos antropométricos derivados, discriminados;
- unidades de origen;
- autoría, ocurrencia, registro y procedencia conforme a B-06;
- referencias a correcciones cuando existan.

Una Evaluación no se convierte en Plan ni Revisión profesional de especialidad y Antropometría no adquiere ciclo de plan propio.

---

### 13.6. Medición directa y origen de captura

**`REG-06-152` — Medición directa separada de cálculo.**

Una Medición antropométrica directa representa un dato observado/registrado bajo un Protocolo identificado y conserva:

- métrica/sitio o magnitud identificable;
- valor cuando existe;
- unidad de origen;
- protocolo y contexto aplicable;
- autoría y procedencia;
- origen de captura verificable.

Nunca se etiqueta un Cálculo derivado como Medición directa por el solo hecho de haber sido importado.

**`REG-06-153` — Importación controlada desde preparación externa, agnóstica de formato/proveedor.**

El origen de una Medición/Evaluación puede ser una **Importación controlada desde datos de preparación externa**. El patrón exige:

1. conservar procedencia de la preparación externa y actor/importador;
2. validar que cada dato pueda clasificarse como medición directa, cálculo derivado u otro dato no incorporable antes de ingresar al modelo efectivo;
3. conservar protocolo/método/unidad/versión disponibles y registrar cualquier insuficiencia sin inventarlos;
4. mantener referencia reconstruible al origen importado;
5. no presuponer proveedor, exportador, archivo, columnas, serialización ni formato de transporte.

Formato y proveedor pertenecen a Documentos 07/09. La herramienta de preparación externa usada por Dirección es un **origen admitido**, no una dependencia canónica ni proveedor obligatorio.

---

#### 20.5.2. Contenido provisional

**`REG-06-215` — Datos/cálculos de preparación no adquieren autoridad histórica por persistirse.**

Una Evaluación `EN_PREPARACION` puede conservar:

- mediciones parciales;
- procedencia;
- protocolo en preparación;
- cálculos de apoyo ejecutados en contexto de preparación;
- metadatos de concurrencia/versionado de trabajo.

Pero:

- no alimenta Serie longitudinal;
- no aparece como última Evaluación registrada;
- no crea resultado antropométrico confirmado para el asesorado;
- una Ejecución realizada en preparación conserva `contexto = PREPARACION` y no se vuelve histórica/efectiva por sí sola.

Al registrar la Evaluación, 06 exige que los datos/resultados confirmados queden relacionados explícitamente con la Evaluación `REGISTRADA`; 09 definirá la operación/contrato exactos.","Evaluación conserva conjunto de mediciones. EN_PREPARACION permite incompletitud; se retira el mínimo universal 1. La registrabilidad depende de las validaciones del contrato, no de este intervalo permisivo.",ACTIVA,13.5;13.6;20.5.2
R045,DV-06_08,Evaluación antropométrica,Cálculo derivado,1,0..N,composición,"06 §13.5, L6206–L6224; 06 §13.8.1, L6275–L6291",DERIVACION_JUSTIFICADA,"### 13.5. Evaluación antropométrica

**`REG-06-151` — Evaluación antropométrica reconstruible.**

Toda Evaluación antropométrica conserva, como mínimo conceptual:

- asesorado;
- profesional/actor responsable;
- fecha o momento de evaluación;
- Protocolo identificado y su referencia/versionado aplicable;
- conjunto de Mediciones antropométricas directas y Cálculos antropométricos derivados, discriminados;
- unidades de origen;
- autoría, ocurrencia, registro y procedencia conforme a B-06;
- referencias a correcciones cuando existan.

Una Evaluación no se convierte en Plan ni Revisión profesional de especialidad y Antropometría no adquiere ciclo de plan propio.

---

#### 13.8.1. Estructura

**`REG-06-156` — Resultado derivado reproducible.**

Un Cálculo antropométrico derivado conserva:

- métrica/resultado identificado;
- Método de cálculo identificado y su versión;
- Fórmula/regla de dominio aplicable identificada y versionada;
- conjunto exacto de entradas efectivas y sus unidades;
- resultado y unidad;
- precisión y regla de redondeo aplicadas;
- momento de cálculo, autoría/procedencia del método y procedencia del resultado;
- relación de sucesión cuando un recálculo produce una versión posterior.

`UC-I09` puede reconstruir qué método, versión y entradas produjeron el resultado. B-10 no fija aquí una fórmula profesional concreta.",Evaluación distingue medidas y cálculos; ausencia de cálculo posible. Cada resultado incluido conserva contexto de evaluación y entradas exactas; no se convierte medición en cálculo.,ACTIVA,13.5;13.8.1
R046,DV-06_08,Cálculo derivado,Método profesional versionado,0..N,1,referencia,"06 §13.8.1, L6275–L6291",DERIVACION_JUSTIFICADA,"#### 13.8.1. Estructura

**`REG-06-156` — Resultado derivado reproducible.**

Un Cálculo antropométrico derivado conserva:

- métrica/resultado identificado;
- Método de cálculo identificado y su versión;
- Fórmula/regla de dominio aplicable identificada y versionada;
- conjunto exacto de entradas efectivas y sus unidades;
- resultado y unidad;
- precisión y regla de redondeo aplicadas;
- momento de cálculo, autoría/procedencia del método y procedencia del resultado;
- relación de sucesión cuando un recálculo produce una versión posterior.

`UC-I09` puede reconstruir qué método, versión y entradas produjeron el resultado. B-10 no fija aquí una fórmula profesional concreta.",Resultado derivado identifica método y versión exacta; varios resultados pueden usar esa versión. Inversa no exclusiva inferida.,ACTIVA,13.8.1
R047,DV-06_08,Medición directa,Evolución,,,dependencia,"06 §13.12, L6375–L6405; 06 §14.7.7, L6799–L6805",DEPENDENCIA_SIN_CARDINALIDAD,"### 13.12. Honestidad longitudinal: ausencia de dato ≠ cero

**`REG-06-165` — Disponibilidad explícita por métrica y checkpoint.**

Para cada métrica en un punto longitudinal, el modelo distingue explícitamente:

```text
REGISTRADO  → existe valor observado/derivado; el valor puede ser 0
SIN_DATO    → no existe valor para esa métrica/checkpoint; no se almacena un 0 sustituto
```

`0` es un valor cuantitativo posible y **nunca funciona como sentinel de ausencia**.

**`REG-06-166` — Cero interpolación, imputación o completado de huecos.**

La Serie longitudinal antropométrica solo usa valores efectivamente registrados/derivados y comparables bajo §11. Un hueco permanece `SIN_DATO`. B-10 prohíbe:

- interpolar entre dos checkpoints;
- arrastrar el último valor conocido;
- completar con cero;
- imputar promedio/estimación;
- inventar un checkpoint para “suavizar” la serie.

Una proyección posterior puede **mostrar** la ausencia, pero no convertirla en dato. Esta es condición de aceptación de Entrega D.

**`REG-06-167` — Evolución longitudinal conserva fuente y clase del dato.**

Cada punto disponible conserva si proviene de Medición directa o Cálculo derivado, su Evaluación de origen, método/protocolo/unidad y cualquier limitación de comparabilidad. La Evolución antropométrica es lectura longitudinal; no crea una nueva medición ni modifica fuentes.

---

#### 14.7.7. Evolución antropométrica longitudinal

**`REG-06-184` — Evolución antropométrica honesta.**  
La proyección consume la Serie longitudinal antropométrica de B-10. Solo compara puntos cuya compatibilidad haya sido demostrada por `REG-06-162…164`. Conserva protocolo, método/versión, unidad y clase del dato cuando corresponda. `SIN_DATO` permanece ausencia: no se transforma en cero, no se interpola, no se imputa y no se arrastra el último valor.

Los segmentos no comparables permanecen visibles como registros históricos, pero no se convierten en una tendencia cuantitativa homogénea.",Evolución es lectura derivada que conserva puntos y fuentes. Se retiran cardinalidades que aparentaban propiedad persistente de una serie sobre cada medición.,ACTIVA,13.12;14.7.7
R048,DV-06_08,Medición directa,Cálculo derivado,,,dependencia,"06 §13.9, L6314–L6323",DEPENDENCIA_SIN_CARDINALIDAD,"### 13.9. Dependencias y grafo de cálculo

**`REG-06-159` — Dependencias explícitas entre entradas y derivados.**

Cada resultado derivado referencia las entradas efectivas de las que depende. El conjunto de referencias forma un grafo dirigido reconstruible que permite identificar, para una Medición corregida, qué resultados quedan afectados de forma directa o transitiva.

B-10 no infiere dependencias por nombre de campo ni por posición en una exportación.

---",Grafo de dependencias explícitas hacia entradas efectivas; no se deduce N:M de tablas ni uso obligatorio de toda medición.,ACTIVA,13.9
R049,DV-06_09,Revisión profesional válida,Resultado semántico,0..N,1,referencia,"06 §12.5, L5862–L5911",DERIVACION_JUSTIFICADA,"### 12.5. Revisión profesional válida

#### 12.5.1. Estructura

**`REG-06-141` — Revisión profesional válida como evento explícito.**

Una Revisión profesional válida existe solo como acto explícito registrado mediante `UC-I05` y conserva:

- dominio;
- Proceso/período o ciclo identificable;
- evidencia examinada y referencias reconstruibles a ella;
- interpretación profesional **no diagnóstica**;
- Resultado semántico de revisión;
- fundamento;
- Próxima acción o cierre;
- autoría;
- momento de ocurrencia y momento de registro;
- procedencia.

Abrir, visualizar, filtrar, anotar aisladamente o modificar silenciosamente un plan **no** crea una Revisión profesional válida.

**`REG-06-142` — Evidencia vinculada y reconstruible.**

La evidencia utilizada queda relacionada explícitamente con la Revisión y con el contexto/versiones efectivas que el profesional examinó. Una corrección posterior de evidencia o revisión no borra el original: B-09 instancia la Corrección trazable de B-06 y la vista efectiva se determina por su cadena, no por “último registro” arbitrario.

#### 12.5.2. Validez mínima

**`REG-06-143` — Completitud obligatoria de la revisión.**

Sin evidencia identificable, interpretación, Resultado semántico, fundamento, Próxima acción o cierre, autoría y momento registrable **no existe revisión válida**. Un guardado parcial puede existir como borrador de interacción posterior, pero no produce los efectos de `UC-I05`/`UC-I06` ni resuelve un pendiente.

#### 12.5.3. Taxonomía única

**`REG-06-144` — Resultado semántico cerrado y compartido.**

B-09 adopta, sin extender, el conjunto:

```text
MANTENER
AJUSTAR
SUSTITUIR
REPROGRAMAR_REVISION
CAMBIAR_OBJETIVO
FINALIZAR
```

“Progresar” e “iniciar un nuevo bloque” se especializan dentro de `AJUSTAR` o `SUSTITUIR` conforme a B-00; **no crean un séptimo resultado** y ninguna vertical define tokens paralelos.

---",Cada revisión válida declara un token del conjunto cerrado. El token se reutiliza en N revisiones; se corrige 1:1 que lo volvía exclusivo de una revisión.,ACTIVA,12.5
R050,DV-06_09,Revisión profesional válida,Próxima acción,1,0..1,composición,"06 §12.5, L5862–L5911",DERIVACION_JUSTIFICADA,"### 12.5. Revisión profesional válida

#### 12.5.1. Estructura

**`REG-06-141` — Revisión profesional válida como evento explícito.**

Una Revisión profesional válida existe solo como acto explícito registrado mediante `UC-I05` y conserva:

- dominio;
- Proceso/período o ciclo identificable;
- evidencia examinada y referencias reconstruibles a ella;
- interpretación profesional **no diagnóstica**;
- Resultado semántico de revisión;
- fundamento;
- Próxima acción o cierre;
- autoría;
- momento de ocurrencia y momento de registro;
- procedencia.

Abrir, visualizar, filtrar, anotar aisladamente o modificar silenciosamente un plan **no** crea una Revisión profesional válida.

**`REG-06-142` — Evidencia vinculada y reconstruible.**

La evidencia utilizada queda relacionada explícitamente con la Revisión y con el contexto/versiones efectivas que el profesional examinó. Una corrección posterior de evidencia o revisión no borra el original: B-09 instancia la Corrección trazable de B-06 y la vista efectiva se determina por su cadena, no por “último registro” arbitrario.

#### 12.5.2. Validez mínima

**`REG-06-143` — Completitud obligatoria de la revisión.**

Sin evidencia identificable, interpretación, Resultado semántico, fundamento, Próxima acción o cierre, autoría y momento registrable **no existe revisión válida**. Un guardado parcial puede existir como borrador de interacción posterior, pero no produce los efectos de `UC-I05`/`UC-I06` ni resuelve un pendiente.

#### 12.5.3. Taxonomía única

**`REG-06-144` — Resultado semántico cerrado y compartido.**

B-09 adopta, sin extender, el conjunto:

```text
MANTENER
AJUSTAR
SUSTITUIR
REPROGRAMAR_REVISION
CAMBIAR_OBJETIVO
FINALIZAR
```

“Progresar” e “iniciar un nuevo bloque” se especializan dentro de `AJUSTAR` o `SUSTITUIR` conforme a B-00; **no crean un séptimo resultado** y ninguna vertical define tokens paralelos.

---",Próxima acción o cierre: uno puede no estar presente cuando hay cierre. Intervalo de la decisión efectiva por revisión; no limita sucesiones de decisiones temporales.,ACTIVA,12.5
R051,DV-06_09,Revisión profesional válida,Revisión pendiente,,,dependencia,"06 §12.8, L5961–L5985",DEPENDENCIA_SIN_CARDINALIDAD,"### 12.8. Revisión pendiente

#### 12.8.1. Predicado exacto

**`REG-06-150` — Revisión pendiente deriva solo de una expectativa explícita de revisión no satisfecha.**

Para un instante de referencia `t`, un Proceso se proyecta como **Revisión pendiente** únicamente cuando:

1. el Proceso está `ABIERTO`;
2. existe una expectativa **explícita y efectiva** de que ese Proceso sea revisado, procedente de una próxima revisión declarada por una versión de plan o de una Próxima acción registrada por una Revisión válida;
3. si esa expectativa posee momento/período objetivo futuro, dicho objetivo ya alcanzó `t`; si no posee un momento futuro, la necesidad queda pendiente desde su registro efectivo;
4. no existe una Revisión profesional válida efectiva, posterior y vinculada a esa expectativa, con su continuidad/cierre aplicada mediante `UC-I06`.

El motivo se conserva como dato operativo y no diagnóstico. El predicado no usa peso, adherencia, rendimiento, antropometría, inferencias clínicas ni scores para fabricar un pendiente. Si no existe expectativa explícita de revisión, B-09 no inventa una.

#### 12.8.2. Última revisión válida

La “última revisión válida” para reconstrucción es la **revisión efectiva según B-06 y su cadena de correcciones**, no simplemente la de mayor fecha de registro. Se preservan ocurrencia y registro por separado.

#### 12.8.3. Resolución del pendiente

Visualizar cartera/dashboard, abrir la Revisión, filtrar datos o guardar una nota aislada **no resuelve** el pendiente. Conforme a RF-055/UC-P23, el pendiente se resuelve únicamente cuando una Revisión profesional válida pertinente queda registrada y su continuidad/cierre se aplica mediante `UC-I06`. Una edición, nota, visualización o simple cambio de fecha fuera de ese circuito no cuenta como resolución.

---",Pendiente deriva de expectativa explícita no satisfecha; una revisión válida contribuye a resolverla. No es una entidad hija creada por abrir la pantalla.,ACTIVA,12.8
R052,DV-06_09,Próxima acción,Ciclo cerrado trazable,,,dependencia,"06 §12.7, L5936–L5960; 06 §8.7.5, L3524–L3538",DEPENDENCIA_SIN_CARDINALIDAD,"### 12.7. Efectos de los seis resultados y continuidad

**`REG-06-147` — Aplicación de resultado mediante UC-I06/B-04.**

B-09 **no modifica directamente** la máquina `ABIERTO/CERRADO`. Tras una Revisión válida, `UC-I06` aplica la continuidad/cierre y emite el evento exacto `ContinuidadOCierreAplicado` de `REG-06-75`.

| Resultado | Efecto estructural de B-09 | Efecto de Proceso |
|---|---|---|
| `MANTENER` | conserva continuidad explícita; no fuerza una versión nueva por sí solo | `ABIERTO` |
| `AJUSTAR` | cuando la decisión modifica un objeto versionado, crea/sucede versión mediante la vertical + B-06; conserva antecedente | `ABIERTO` |
| `SUSTITUIR` | relaciona una versión sucesora cuando el objeto aplicable es sustituido; conserva la sustituida | `ABIERTO` |
| `REPROGRAMAR_REVISION` | fija nueva próxima revisión sin alterar historia | `ABIERTO` |
| `CAMBIAR_OBJETIVO` | emite/sucede la versión del Objetivo correspondiente; cualquier ajuste de Plan sigue reglas de su vertical | `ABIERTO` |
| `FINALIZAR` | solicita cierre explícito mediante UC-I06 | `CERRADO` |

**`REG-06-148` — `AJUSTAR` y `SUSTITUIR` reutilizan versionado vertical.**

B-09 no crea una máquina universal de Plan ni Objetivo. Nutrición usa B-07 y Entrenamiento B-08; toda versión sucesora instancia B-06. En Entrenamiento, una progresión o nuevo Bloque sigue especializándose en `AJUSTAR`/`SUSTITUIR` según conserve o genere versión.

**`REG-06-149` — Sin éxito parcial de continuidad.**

Una Revisión registrada sin aplicación válida de `UC-I06` no se presenta como continuidad/cierre consumado. Un fallo al aplicar el efecto no emite `ContinuidadOCierreAplicado` y no resuelve por sí solo un pendiente.

---

#### 8.7.5. Frontera con Ciclo cerrado trazable

**`REG-06-76` — Q-007 no redefine T-06-40.**

`ContinuidadOCierreAplicado` demuestra que la consecuencia funcional fue aplicada. M-10 conserva `T-06-40 — Ciclo cerrado trazable`.

```text
Revisión válida (M-10)
+ ContinuidadOCierreAplicado (M-04)
→ insumos para Ciclo cerrado trazable (M-10)
→ elegibilidad analítica posterior (M-12)
```

B-04 no calcula TVCC-30.",Solo aplicación efectiva por UC-I06 con revisión y consecuencia aporta evidencia al ciclo. Próxima acción propuesta por sí sola no cierra ciclo.,ACTIVA,12.7;8.7.5
R053,DV-06_09,Ciclo cerrado trazable,TVCC-30,,,dependencia,"06 §15.6, L7077–L7091",DEPENDENCIA_SIN_CARDINALIDAD,"### 15.6. Componentes de numerador y denominador

**`REG-06-192` — Candidato a denominador trazable.**  
El componente candidato a denominador se construye a partir de ciclos cuya evaluación los identifica como integrantes bajo la especificación referenciada. Conserva el conjunto de ciclos fuente; B-12 no define la regla analítica que los vuelve elegibles.

**`REG-06-193` — Candidato a numerador trazable.**  
El componente candidato a numerador se construye como subconjunto trazable de ciclos evaluados conforme a la especificación y con los hechos requeridos por ella. Conserva cada ciclo fuente y el criterio aplicado.

**`REG-06-194` — Par inseparable para presentación analítica.**  
Cuando B-12 materializa componentes TVCC-30, numerador y denominador se conservan y consultan como par bajo la misma especificación, período y zona. B-12 no autoriza presentar un numerador aislado como si fuera la métrica.

Esta regla no define la operación matemática que Documento 12 aplique sobre el par.

---","Conjuntos de ciclos fuente alimentan numerador/denominador con especificación, período y zona. Se retira relación 0..N:1 que sugería propiedad exclusiva.",ACTIVA,15.6
R054,DV-06_09,Revisión profesional válida,Proyección,,,dependencia,"06 §12.9, L5986–L5999",DEPENDENCIA_SIN_CARDINALIDAD,"### 12.9. Q-007, `REG-06-75` y TVCC-30

B-09 **consume, no redefine**, la resolución de Q-007 de B-04:

```text
Q-007: RESUELTA
EVENTO: ContinuidadOCierreAplicado
EMISIÓN: UC-I06 / REG-06-75
```

La combinación de Revisión válida + `ContinuidadOCierreAplicado` aporta hechos que `M-10/M-12` pueden utilizar para Ciclo cerrado trazable, pero B-09 **no calcula ni canoniza TVCC-30**. La definición analítica/versionada final pertenece al Documento 12.

---",Proyecciones consumen fuentes de revisión/continuidad; no las sustituyen ni crean decisiones profesionales.,ACTIVA,12.9
R055,DV-06_10,Método profesional versionado,Ejecución de cálculo,1,0..N,asociación,"06 §20.3.4, L8379–L8404",DERIVACION_JUSTIFICADA,"#### 20.3.4. Ejecución reproducible

**`REG-06-205` — Ejecución de cálculo como hecho histórico independiente.**

Cada `T-06-73` conserva:

- versión exacta del Método;
- finalidad/contexto;
- actor profesional;
- conjunto exacto de inputs efectivos;
- procedencia/referencia de cada input;
- resultado;
- unidad;
- precisión/redondeo aplicados;
- ocurrencia/registro;
- estado de éxito/error cuando corresponda.

Varias Ejecuciones pueden coexistir para la misma finalidad.

No se permite:

- sobrescribir una corrida previa;
- promediar resultados silenciosamente;
- declarar un ganador automático;
- reconstruir pasado con una versión metodológica nueva.",Cada corrida conserva versión exacta de método; múltiples corridas pueden coexistir. No se enlaza contra una versión vigente mutable.,ACTIVA,20.3.4
R056,DV-06_10,Ejecución de cálculo,Referencia profesional adoptada,1,0..N,asociación,"06 §20.3.6, L8419–L8440",DERIVACION_JUSTIFICADA,"#### 20.3.6. Referencia profesional adoptada

**`REG-06-207` — Adoptar una referencia es una relación, no una mutación del resultado.**

`T-06-74` conserva:

```text
profesional
Ejecución referenciada
finalidad/contexto
momento de adopción
fundamento opcional/relación con decisión posterior
```

La adopción:

- no modifica la Ejecución;
- no borra otras Ejecuciones;
- no convierte el resultado en verdad universal;
- no crea objetivo/prescripción;
- puede ser sucedida por otra referencia mediante historia, sin overwrite.",Adopción explícita referencia corrida y finalidad; nuevas referencias conservan sucesión. Se retira máximo uno histórico por corrida no fijado por la fuente.,ACTIVA,20.3.6
R057,DV-06_10,Plantilla BE de solicitud,Solicitud estructurada,1,0..N,asociación,"06 §20.4.2, L8483–L8503; 06 §20.4.3, L8504–L8534",DERIVACION_JUSTIFICADA,"#### 20.4.2. Plantilla BE versionada

**`REG-06-209` — Plantilla de solicitud con versión inmutable.**

`T-06-75` conserva:

- identidad estable de plantilla;
- versión;
- finalidad/es compatibles;
- secciones/campos;
- tipo de dato;
- unidad cuando corresponda;
- categoría de dato;
- requerido/opcional permitido;
- reglas de validación estructural;
- estado de seleccionabilidad.

Una solicitud referencia una versión exacta. Editar una plantilla crea una versión sucesora y no reinterpreta solicitudes/respuestas históricas.

P0 no modela un builder libre arbitrario. Las plantillas son estructuras BE controladas/versionadas.

#### 20.4.3. Solicitud estructurada

**`REG-06-210` — Solicitud request-driven y trazable.**

`T-06-76` conserva:

```text
requestId
profesional solicitante
asesorado
contexto/vínculo de referencia
finalidad
alcance
templateVersion
subconjunto de secciones/campos cuando sea permitido
requerido/opcional efectivo
fecha de solicitud
estado funcional
```

Estados mínimos:

```text
PENDIENTE
RESPONDIDA
```

La existencia o estado de la Solicitud **no concede acceso**. La consultabilidad efectiva se deriva de autorización vigente conforme a 08.

La Solicitud no es consentimiento y no modifica por sí sola vínculo/alcance.",Cada solicitud conserva versión exacta de plantilla. La misma versión puede usarse en varias solicitudes; no consulta una plantilla cambiante.,ACTIVA,20.4.2;20.4.3
R058,DV-06_10,Solicitud estructurada,Respuesta autoinformada,1,0..N,asociación,"06 §20.4.4, L8535–L8554",DERIVACION_JUSTIFICADA,"#### 20.4.4. Respuesta autoinformada

**`REG-06-211` — Respuesta vinculada a request/template exactos.**

`T-06-77` conserva:

- requestId;
- templateVersion;
- asesorado;
- respuestas estructuradas;
- unidad cuando corresponda;
- procedencia `SELF_REPORTED`;
- momento de envío;
- autoría/ocurrencia/registro;
- referencia a versión/respuesta anterior cuando existe rectificación.

Una Respuesta enviada no se sobrescribe silenciosamente.

La rectificación produce una versión/respuesta sucesora y preserva la anterior conforme al patrón histórico de B-06, sin crear una máquina de corrección paralela.",Respuestas/rectificaciones históricas referencian solicitud y versión de plantilla. No equivale a múltiples respuestas efectivas simultáneas; se conserva cadena de corrección.,ACTIVA,20.4.4
R059,DV-06_11,Grupo de intercambio,Nutriente crítico,,,dependencia,"06 §10.17.2.2, L4586–L4600",DEPENDENCIA_SIN_CARDINALIDAD,"##### 10.17.2.2. Modalidad B — porciones de intercambio

**`REG-06-120` — Grupo de intercambio declarado y versionado.**

Una prescripción por intercambio conserva:

- Grupo de intercambio identificable;
- cantidad de porciones prescriptas;
- Nutriente crítico declarado por el grupo;
- aporte de referencia versionado;
- relación declarada y versionada entre alimento y Grupo de intercambio;
- desvío real entre el alimento elegido y la referencia del grupo, cuando exista elección registrada.

La pertenencia de un alimento a un Grupo de intercambio **no es un atributo intrínseco** del alimento. La estructura queda modelada en v0.1.1; su implementación operativa puede diferirse hasta disponer del catálogo de grupos cargado. El desvío no se oculta.",La prescripción por intercambio conserva nutriente crítico declarado por el grupo. La fuente no fija número de nutrientes por grupo ni exclusividad del nutriente; se retira 1:0..N.,ACTIVA,10.17.2.2
R060,DV-06_11,Ítem prescripto,Grupo de intercambio,0..N,1,referencia,"06 §10.17.2.2, L4586–L4600",DERIVACION_JUSTIFICADA,"##### 10.17.2.2. Modalidad B — porciones de intercambio

**`REG-06-120` — Grupo de intercambio declarado y versionado.**

Una prescripción por intercambio conserva:

- Grupo de intercambio identificable;
- cantidad de porciones prescriptas;
- Nutriente crítico declarado por el grupo;
- aporte de referencia versionado;
- relación declarada y versionada entre alimento y Grupo de intercambio;
- desvío real entre el alimento elegido y la referencia del grupo, cuando exista elección registrada.

La pertenencia de un alimento a un Grupo de intercambio **no es un atributo intrínseco** del alimento. La estructura queda modelada en v0.1.1; su implementación operativa puede diferirse hasta disponer del catálogo de grupos cargado. El desvío no se oculta.",Solo modalidad B: ítem contextual de intercambio referencia grupo declarado/versionado. Inversa no exclusiva inferida; pertenencia alimento–grupo no es atributo intrínseco.,ACTIVA,10.17.2.2
R061,DV-06_11,Atlas de referencia de porciones,Catálogo global BE,,,dependencia,"06 §10.25, L4821–L4844",DEPENDENCIA_SIN_CARDINALIDAD,"### 10.25. Política de ámbito de recursos visuales

**`REG-06-135` — Ámbito y acumulación de recursos visuales.**

La pertenencia conceptual se separa de este modo:

1. **Catálogo global de BE:** cada elemento admite **a lo sumo un recurso visual curado vigente**; las versiones históricas se conservan conforme a B-06.
2. **Preparaciones propias del profesional:** pueden asociar recursos visuales propios únicamente dentro del ámbito de ese profesional; esta facultad no convierte el catálogo global en un repositorio libre.
3. **Atlas de referencia de porciones:** pertenece al catálogo global como conjunto curado y acotado de referencias visuales de tamaño.

La regla de máximo uno aplica al **recurso visual curado vigente por elemento global**, no a la historia versionada ni a explicaciones técnicas no visuales.

**`REG-06-136` — Frontera técnica y de gobierno de recursos.**

B-07 modela únicamente relación, ámbito, procedencia, autoría, licencia y versionado conceptual. Quedan fuera:

- límites de almacenamiento, cuotas, retención y políticas de acceso → Documento 08;
- formato, resolución y tratamiento técnico → Documentos 07/09;
- representación y composición visual → Documento 10.

B-07 no presume tecnología de almacenamiento ni proveedor.

---",Se corrigen extremos: Atlas pertenece al Catálogo global. La fuente no demuestra vínculo directo Atlas–Ítem prescripto; no se fija multiplicidad adicional.,ACTIVA,10.25
R062,DV-06_11,Recurso didáctico de catálogo,Elemento de catálogo,0..N,1,dependencia,"06 §10.24.2, L4806–L4820; 06 §10.25, L4821–L4844",DERIVACION_JUSTIFICADA,"#### 10.24.2. Recurso didáctico de catálogo

**`REG-06-134` — Recurso didáctico opcional, versionado y con licencia obligatoria.**

Los elementos de catálogo de ambas verticales pueden asociar cero o más versiones históricas de un **Recurso didáctico de catálogo**. Cada versión declarada conserva:

- procedencia;
- autoría;
- licencia **obligatoria**;
- referencia al elemento de catálogo y a la versión a la que resulta aplicable.

El recurso puede representar material visual o explicación técnica. B-07 no fija su contenido profesional, formato, resolución ni mecanismo de transporte. B-08 **instancia esta misma regla por referencia** para el catálogo de ejercicios en lugar de crear una definición paralela.

---

### 10.25. Política de ámbito de recursos visuales

**`REG-06-135` — Ámbito y acumulación de recursos visuales.**

La pertenencia conceptual se separa de este modo:

1. **Catálogo global de BE:** cada elemento admite **a lo sumo un recurso visual curado vigente**; las versiones históricas se conservan conforme a B-06.
2. **Preparaciones propias del profesional:** pueden asociar recursos visuales propios únicamente dentro del ámbito de ese profesional; esta facultad no convierte el catálogo global en un repositorio libre.
3. **Atlas de referencia de porciones:** pertenece al catálogo global como conjunto curado y acotado de referencias visuales de tamaño.

La regla de máximo uno aplica al **recurso visual curado vigente por elemento global**, no a la historia versionada ni a explicaciones técnicas no visuales.

**`REG-06-136` — Frontera técnica y de gobierno de recursos.**

B-07 modela únicamente relación, ámbito, procedencia, autoría, licencia y versionado conceptual. Quedan fuera:

- límites de almacenamiento, cuotas, retención y políticas de acceso → Documento 08;
- formato, resolución y tratamiento técnico → Documentos 07/09;
- representación y composición visual → Documento 10.

B-07 no presume tecnología de almacenamiento ni proveedor.

---","Se corrige destino a Elemento de catálogo. Cada versión de recurso declara ese elemento y su versión; admite historia 0..N. Máximo un visual curado vigente por elemento global es otra restricción, no máximo histórico.",ACTIVA,10.24.2;10.25
R063,DV-06_02,Identidad BE,Perfil profesional,1,0..1,asociación,"06 §6.4, L2764–L2769",EXPRESA,"### 6.4. Perfil profesional

Una `Identidad BE` posee `0..1 Perfil profesional`. Puede estar incompleto y no concede Especialidad, Verificación, Habilitación ni acceso.

**`REG-06-31` — Perfil profesional versionado.** Los cambios confirmados que deban conservar antecedente emiten nueva `Versión` conforme a B-06. La anterior permanece inmutable.",Relación expresa omitida en vista profesional v4. No habilita operaciones por completar el perfil.,ACTIVA,6.4
